filters,filters,"created per month","Sum of revenue_in_month.1608.total","Sum of revenue_in_month.1609.total","Sum of revenue_in_month.1610.total","Sum of revenue_in_month.1611.total","Sum of revenue_in_month.1612.total","Sum of revenue_in_month.1701.total","Sum of revenue_in_month.1702.total","Sum of revenue_in_month.1703.total","Sum of revenue_in_month.1704.total","Sum of revenue_in_month.1705.total","Sum of revenue_in_month.1706.total","Sum of revenue_in_month.1707.total","Sum of revenue_in_month.1708.total","Sum of revenue_in_month.1709.total","Sum of revenue_in_month.1710.total","Sum of revenue_in_month.1711.total","Sum of revenue_in_month.1712.total","Sum of revenue_in_month.1801.total","Sum of revenue_in_month.1802.total","Sum of revenue_in_month.1803.total"
"referral:1","first_app:standalonetf","2015-02-01 00:00:00","1,263","2,080","4,392",287,"1,431","5,390","2,613","6,329","4,831","5,064","6,844","3,249","5,226","3,147","1,791","3,558",908,"6,079","4,281","4,673"
"referral:1","first_app:standalonetf","2015-03-01 00:00:00",824,"1,679",171,342,98,"1,028","3,086","2,148","1,217",835,238,196,0,243,275,287,882,226,"1,231",888
"referral:1","first_app:standalonetf","2015-04-01 00:00:00","3,381","2,235",170,488,248,"2,685",568,951,0,"2,142","2,577",77,797,"3,493","2,376","1,986","1,739",673,8,0
"referral:1","first_app:standalonetf","2015-05-01 00:00:00","1,551","3,341","6,657",0,"2,252","2,594","1,575","1,230","2,091","1,923","1,218","1,921","1,263","1,447","1,598","1,488","1,141","1,474",294,153
"referral:1","first_app:standalonetf","2015-06-01 00:00:00","4,320","6,183","5,441","1,214","4,244","7,496","3,944","5,110","6,363","4,337","6,129","4,367","5,361","3,222","2,814","5,477","4,585","5,517","1,263","5,617"
"referral:1","first_app:standalonetf","2015-07-01 00:00:00","16,596","8,356","3,969","1,950","1,853","7,089","5,758","7,142","4,022","5,067","2,259","2,622","2,928","1,813","3,833","4,484","2,799","4,107","1,975","3,723"
"referral:1","first_app:standalonetf","2015-08-01 00:00:00","7,787","4,027","1,044","1,370","3,337","15,583","11,460","4,939","2,421","3,012","2,381","7,284","4,521","6,346","6,906","11,925","5,118",895,901,"2,902"
"referral:1","first_app:standalonetf","2015-09-01 00:00:00","5,088","6,211","5,120","2,687","5,175","4,580","6,378","7,884","4,941","4,109","3,623","1,189","3,981","2,281","3,470","1,621","1,319","2,483","2,284","1,343"
"referral:1","first_app:standalonetf","2015-10-01 00:00:00","6,332","5,421","14,660","3,845","7,142","12,556","11,761","34,396","14,715","7,243","7,396","5,828","12,208","15,798","7,200","8,189","7,651","9,028","5,010","7,467"
"referral:1","first_app:standalonetf","2015-11-01 00:00:00","17,938","15,919","10,944","3,756","4,759","10,847","12,978","12,327","9,953","7,569","11,717","6,348","5,974","8,386","11,339","9,109","5,281","9,088","7,981","5,890"
"referral:1","first_app:standalonetf","2015-12-01 00:00:00","11,229","7,940","5,916","4,640","6,416","9,466","11,323","5,773","8,698","8,433","5,757","4,553","7,649","5,246","3,677","5,437",833,"5,737",868,"1,401"
"referral:1","first_app:standalonetf","2016-01-01 00:00:00","16,215","9,492","7,521","6,411","4,618","17,808","15,039","17,697","12,696","11,647","11,497","6,128","8,081","6,515","10,743","11,485","8,730","10,444","5,469","5,409"
"referral:1","first_app:standalonetf","2016-02-01 00:00:00","5,101","4,085","2,246",707,"2,399","3,183","3,658","1,447",810,"3,105","3,639","2,974","2,743","4,996","1,797","1,306","5,664","1,492",684,"1,696"
"referral:1","first_app:standalonetf","2016-03-01 00:00:00","6,823","6,050","2,551",574,638,"7,477","5,719","3,441","1,119","4,316","2,081","2,807","1,824","3,088","3,421","1,723","1,619",0,0,969
"referral:1","first_app:standalonetf","2016-04-01 00:00:00","5,308","4,291","2,509","1,328","1,514","6,926","3,697","5,046","2,702","4,001",232,"3,279",908,"4,282","6,164","3,241","2,862",197,779,329
"referral:1","first_app:standalonetf","2016-05-01 00:00:00","6,582","4,320","7,188","1,793","1,372","3,796","2,540","4,325","3,613","2,601",597,"3,056","3,311","4,487","2,021",685,"1,406","1,292","1,364",452
"referral:1","first_app:standalonetf","2016-06-01 00:00:00","1,829","1,186","4,290","1,610","1,084","3,393",599,"2,301",0,0,60,253,221,487,0,0,360,0,484,982
"referral:1","first_app:standalonetf","2016-07-01 00:00:00","20,217","3,092","2,153","1,277","3,315","3,156","4,671","6,647","3,360","7,801","3,449","3,800","3,474",793,"5,682","1,477","1,813",513,"1,582",796
"referral:1","first_app:standalonetf","2016-08-01 00:00:00","32,878","23,272","4,690","1,602",838,"8,820","14,845","14,578","13,546","9,356","14,784","16,438","11,738","7,945","7,744","2,657","3,649","5,185","2,070","3,830"
"referral:1","first_app:standalonetf","2016-09-01 00:00:00",0,"22,997","8,375","2,931","1,180","1,955",561,727,267,0,792,593,"1,935","1,096",919,884,31,312,0,0
"referral:1","first_app:standalonetf","2016-10-01 00:00:00",0,0,"20,305","4,214","2,647",127,827,790,191,63,"1,276","1,420","1,304",924,"2,603",0,110,872,0,247
"referral:1","first_app:standalonetf","2016-11-01 00:00:00",0,0,0,"11,005","1,665","7,065","3,782","6,411","6,844","3,584","1,386","3,206","2,892","1,884","1,280","1,218",42,484,0,435
"referral:1","first_app:standalonetf","2016-12-01 00:00:00",0,0,0,0,"10,035","10,928","4,746","2,862","3,878","2,161","1,731","1,865",0,"1,653",443,0,0,197,0,44
"referral:1","first_app:standalonetf","2017-01-01 00:00:00",0,0,0,0,0,"31,082","6,995","3,293","2,986","1,136",547,"3,705",289,674,255,557,512,"1,985",312,712
"referral:1","first_app:standalonetf","2017-02-01 00:00:00",0,0,0,0,0,0,"23,691","13,843","2,915","4,220","8,677","5,574","1,638","2,037","1,859","1,151","2,109",621,0,"1,456"
"referral:1","first_app:standalonetf","2017-03-01 00:00:00",0,0,0,0,0,0,0,"17,655","14,188","6,549","4,114","1,533","1,915","1,116",588,574,0,"1,192",0,722
"referral:1","first_app:standalonetf","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,"24,473","16,162","2,986","2,954",784,"2,280",881,644,30,651,963,891
"referral:1","first_app:standalonetf","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,"19,708","11,214","2,451","3,366",0,739,0,0,31,610,589
"referral:1","first_app:standalonetf","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,"16,787","9,166","1,989","1,482","1,259",461,345,93,847,56
"referral:1","first_app:standalonetf","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,"21,505","8,071","6,344","4,032","2,060","1,825",772,"1,651","1,044"
"referral:1","first_app:standalonetf","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,"25,834","17,468","4,618","12,167","6,029","3,416","5,238","3,140"
"referral:1","first_app:standalonetf","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,"13,273","5,692","10,863","9,991","5,268","1,192","3,820"
"referral:1","first_app:standalonetf","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,661","7,338","7,721","4,452","2,675","2,618"
"referral:1","first_app:standalonetf","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,206","6,582","5,559","4,366","4,717"
"referral:1","first_app:standalonetf","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,013","6,231","2,254","2,858"
"referral:1","first_app:standalonetf","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,552","7,786","4,846"
"referral:1","first_app:standalonetf","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,276","7,998"
"referral:1","first_app:standalonetf","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,540"
"referral:1","first_app:standalonetf","2018-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2015-01-01 00:00:00",0,0,28,0,0,0,122,0,0,0,0,0,0,61,0,119,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2015-02-01 00:00:00",110,435,56,667,56,"1,207",61,123,220,61,364,119,61,61,0,0,302,126,315,0
"referral:1","first_app:topface AND platform:vk","2015-03-01 00:00:00","11,433","9,802","9,496","3,734","3,659","13,514","12,967","13,943","9,192","10,965","8,363","8,328","6,850","7,702","12,986","10,850","4,719","5,949","7,188","6,699"
"referral:1","first_app:topface AND platform:vk","2015-04-01 00:00:00","5,190","6,210","5,805","6,173","3,807","11,103","7,783","9,715","13,953","8,970","9,151","7,250","7,766","8,083","9,448","6,849","7,051","7,528","3,891","6,982"
"referral:1","first_app:topface AND platform:vk","2015-05-01 00:00:00","2,770","2,959","2,041","1,188","2,714","2,270","2,490","1,996","1,486","1,590","3,220","2,894","3,856","2,209","3,566","1,797","2,818","2,401","1,498","1,738"
"referral:1","first_app:topface AND platform:vk","2015-06-01 00:00:00","2,625","1,029","1,466","1,944","1,077","4,008","10,374","6,983","3,792","2,568","1,998","1,580","1,927","3,800","4,202","3,266","3,489","4,290","2,617","3,149"
"referral:1","first_app:topface AND platform:vk","2015-07-01 00:00:00","1,560","3,277","2,368","1,961",437,"6,054","4,032","6,371","2,972","2,200","5,670","2,683","2,005","2,518","5,546","3,521","4,818","5,085","2,129","2,111"
"referral:1","first_app:topface AND platform:vk","2015-08-01 00:00:00","3,589","1,491","1,327","6,782","1,551","5,758","2,733","3,382","3,013","3,671","1,313","1,183","1,260","1,582","1,514","1,804","1,409","2,248","1,978",685
"referral:1","first_app:topface AND platform:vk","2015-09-01 00:00:00","1,611","3,465","2,707","1,047","1,723","4,182","2,390","4,302","3,065","4,767","4,266","4,007","1,719","2,412","2,277","1,640","5,144","4,966","4,354","6,894"
"referral:1","first_app:topface AND platform:vk","2015-10-01 00:00:00","2,419","1,899","4,111","2,323","2,475","4,244","1,984","2,354","1,476","4,004","1,859","1,429","3,034","4,429","2,598","2,754","2,561","3,148","2,544","2,110"
"referral:1","first_app:topface AND platform:vk","2015-11-01 00:00:00","5,739","2,059","2,489",497,"1,348","5,948","7,884","4,525","4,326","4,288","2,626","4,781","3,289","7,096","5,743","3,869","2,103","2,926",859,871
"referral:1","first_app:topface AND platform:vk","2015-12-01 00:00:00","6,501","3,113","1,842","3,045",937,"9,184","7,177","10,877","6,706","7,034","4,647","3,037","1,850","1,109","5,199","5,557","2,855","4,005","3,185","2,520"
"referral:1","first_app:topface AND platform:vk","2016-01-01 00:00:00","5,411","1,700","1,990","1,187","1,051","1,927","4,261","3,189","4,881","3,893","3,587","1,273","4,457","4,063","4,585","2,527","3,263","2,560","3,293","2,645"
"referral:1","first_app:topface AND platform:vk","2016-02-01 00:00:00","7,574","3,970","3,206","2,196",363,"11,234","9,997","7,914","8,189","9,919","9,847","9,532","5,130","4,253","5,865","7,384","3,974","1,946","1,954","2,069"
"referral:1","first_app:topface AND platform:vk","2016-03-01 00:00:00","1,230","1,714",392,788,"1,399","3,861","1,290",952,900,847,"1,340",758,603,772,587,907,"1,287",319,61,358
"referral:1","first_app:topface AND platform:vk","2016-04-01 00:00:00",874,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-05-01 00:00:00",0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-06-01 00:00:00",420,54,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-07-01 00:00:00",55,0,0,442,0,0,61,179,125,300,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-08-01 00:00:00",899,136,112,0,0,0,0,181,63,326,180,268,0,61,0,61,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-09-01 00:00:00",0,974,0,493,554,59,121,61,93,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-10-01 00:00:00",0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2016-11-01 00:00:00",0,0,0,416,223,363,524,0,0,0,0,0,0,0,0,0,0,0,60,61
"referral:1","first_app:topface AND platform:vk","2016-12-01 00:00:00",0,0,0,0,164,729,671,846,"1,105",0,92,60,151,122,607,499,0,0,674,0
"referral:1","first_app:topface AND platform:vk","2017-01-01 00:00:00",0,0,0,0,0,625,0,0,0,31,0,0,0,0,0,90,60,973,61,0
"referral:1","first_app:topface AND platform:vk","2017-02-01 00:00:00",0,0,0,0,0,0,546,280,126,0,0,0,0,0,0,0,60,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-03-01 00:00:00",0,0,0,0,0,0,0,213,123,436,42,108,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,382,86,269,153,280,99,98,279,739,401,0,268
"referral:1","first_app:topface AND platform:vk","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,867,602,312,0,0,60,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,60,62,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,199,0,0,0
"referral:1","first_app:topface AND platform:vk","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,62
"referral:1","first_app:topface AND platform:vk","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,61,361
"referral:1","first_app:topface AND platform:vk","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,63
"referral:1","first_app:topface AND platform:vk","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"referral:1","first_app:topface AND platform:ok","2015-01-01 00:00:00","7,257","7,857","4,312","4,177","5,148","9,573","8,262","10,137","9,817","4,038","6,017","4,588","6,881","9,899","12,808","7,007","6,576","7,701","4,964","6,504"
"referral:1","first_app:topface AND platform:ok","2015-02-01 00:00:00","3,407","3,271","1,977","2,157","1,632","10,226","6,332","3,771","5,272","7,204","4,924","4,748","6,854","4,211","3,036","2,957","4,329","2,298","2,110","3,194"
"referral:1","first_app:topface AND platform:ok","2015-03-01 00:00:00","5,694","4,639","7,841","4,706","3,927","6,225","5,519","6,495","6,613","6,378","5,109","5,535","6,059","6,106","4,754","3,406","7,044","9,232","7,329","2,941"
"referral:1","first_app:topface AND platform:ok","2015-04-01 00:00:00","2,950","3,816","3,940","1,616","1,718","7,641","5,206","4,822","5,811","4,587","3,570","2,524","5,300","6,368","6,405","6,222","10,614","6,424","6,937","4,569"
"referral:1","first_app:topface AND platform:ok","2015-05-01 00:00:00","1,211",962,"1,292",228,445,"3,116","2,637","3,329","3,501","4,014","4,192","3,206","2,082","3,314","2,186","2,830","1,936","1,602","1,530","2,222"
"referral:1","first_app:topface AND platform:ok","2015-06-01 00:00:00","1,249",428,873,"1,280",505,"1,797","1,445","1,273","2,631","2,214","1,216","1,241",780,780,823,617,850,"1,247",434,172
"referral:1","first_app:topface AND platform:ok","2015-07-01 00:00:00","4,305","4,746","2,951","2,542",610,"6,623","7,848","5,396","2,557","2,236","3,084","2,019","1,685","2,385","2,264","2,076","3,953","3,317","1,801","3,668"
"referral:1","first_app:topface AND platform:ok","2015-08-01 00:00:00","2,302","1,072","1,437",816,511,"3,694",915,921,"2,240","1,473","1,144","1,209","1,867","1,664","1,957","2,063","2,473",955,795,"1,612"
"referral:1","first_app:topface AND platform:ok","2015-09-01 00:00:00","1,728","2,500",513,"1,452","1,237","3,213","2,683","2,076","1,364","1,880","2,426","1,382",694,738,"4,084","2,487","1,075","1,048",261,438
"referral:1","first_app:topface AND platform:ok","2015-10-01 00:00:00","6,272","4,495","2,655","2,318","2,650","3,703","4,323","4,565","4,641","7,454","7,390","5,346","7,151","5,867","3,170","2,441","4,271","4,381","1,090","1,487"
"referral:1","first_app:topface AND platform:ok","2015-11-01 00:00:00","3,369","3,296","3,236","1,478","1,752","4,916","4,634","4,751","2,819","4,070","2,339","2,924","2,664","1,708","4,212","3,828","5,364","3,569","1,522",734
"referral:1","first_app:topface AND platform:ok","2015-12-01 00:00:00","2,162","3,594","2,383","1,307","1,035","2,421","4,143","3,515","3,747","3,225","2,457","2,233","1,586","2,340","3,474","2,521","1,420","1,578","3,588","2,424"
"referral:1","first_app:topface AND platform:ok","2016-01-01 00:00:00","5,497","3,806","1,813",933,613,"2,067","1,265","1,591",796,970,752,509,"2,740","1,392","1,719","1,633","2,384","1,687","1,646","1,116"
"referral:1","first_app:topface AND platform:ok","2016-02-01 00:00:00","1,002","3,880","2,652","1,146",761,"2,170","1,516","1,887","1,350","2,099","2,493","2,108","3,406","1,585","1,984","1,573","2,305","3,070","3,803","1,699"
"referral:1","first_app:topface AND platform:ok","2016-03-01 00:00:00",386,588,425,371,31,"1,815",690,146,"1,764",767,306,"1,083",33,156,0,16,86,0,8,826
"referral:1","first_app:topface AND platform:ok","2016-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-07-01 00:00:00",161,38,114,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-09-01 00:00:00",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2016-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-02-01 00:00:00",0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-05-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:ok","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2015-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2015-02-01 00:00:00",0,0,0,0,0,0,0,"1,245",901,937,"1,295",963,984,994,977,727,728,752,764,758
"referral:1","first_app:topface AND platform:fb","2015-03-01 00:00:00",754,"1,155","1,221","4,986","7,282","1,736","1,210","1,992","1,022","1,622","1,919","1,337","1,383","1,161","2,986","2,439","1,579","1,547",715,696
"referral:1","first_app:topface AND platform:fb","2015-04-01 00:00:00","1,048",907,69,0,0,836,"1,153","1,707",836,"1,120","3,021","1,997","4,863","6,536","2,545","1,740","1,610","3,004",0,700
"referral:1","first_app:topface AND platform:fb","2015-05-01 00:00:00",861,"1,872","1,448","1,293",594,"3,859","4,315","4,519","9,091","5,423","8,009","3,314","3,328","4,656","3,762","3,952","4,233","4,741","1,478","3,685"
"referral:1","first_app:topface AND platform:fb","2015-06-01 00:00:00",0,0,700,0,0,841,841,772,772,772,"4,443",772,423,423,423,423,423,423,423,423
"referral:1","first_app:topface AND platform:fb","2015-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2015-09-01 00:00:00","1,952","1,547",837,827,0,"1,123","1,818","1,396","5,988","1,286","1,229","2,320",607,"1,944","1,771","3,328",806,"3,986",970,"2,371"
"referral:1","first_app:topface AND platform:fb","2015-10-01 00:00:00","6,799","9,186","10,841","6,732","3,130","4,692","5,032","4,041","5,015","6,805","4,376","3,121","4,173","3,918","4,883","3,449","14,941","-6,093","1,416",349
"referral:1","first_app:topface AND platform:fb","2015-11-01 00:00:00","17,493","11,920","11,014","5,475","6,215","19,057","21,877","10,845","18,910","18,988","12,637","8,835","13,294","17,448","15,829","15,576","13,570","12,144","6,234","6,212"
"referral:1","first_app:topface AND platform:fb","2015-12-01 00:00:00","12,087","19,565","8,735","5,040","13,554","18,364","15,055","13,737","20,138","18,278","14,464","17,044","24,602","20,661","21,044","17,734","14,461","11,836","10,918","12,116"
"referral:1","first_app:topface AND platform:fb","2016-01-01 00:00:00","22,278","16,818","14,294","8,995","9,283","15,168","20,254","12,140","16,332","11,185","21,383","13,378","12,248","11,002","9,797","8,811","12,170","13,983","11,059","13,748"
"referral:1","first_app:topface AND platform:fb","2016-02-01 00:00:00","13,645","15,803","9,438","7,473","3,435","8,899","5,452","1,800","4,809","4,774","4,874","6,861","4,419","6,175","10,095","6,187","4,279","3,685","6,648","2,963"
"referral:1","first_app:topface AND platform:fb","2016-03-01 00:00:00","14,169","13,170","14,193","13,072","6,566","15,906","6,851","10,741","12,218","8,436","15,165","19,628","18,249","9,411","15,626","6,014","8,237","10,858","8,094","9,203"
"referral:1","first_app:topface AND platform:fb","2016-04-01 00:00:00","5,397","3,411","3,886","4,034","3,180",209,618,420,803,848,916,287,861,"3,350","1,078","1,397","1,743",501,0,"1,710"
"referral:1","first_app:topface AND platform:fb","2016-05-01 00:00:00","10,656","6,526","4,887","5,543","1,831","5,442","3,608","4,417","6,402","6,416","5,301","6,934","11,372","8,423","3,132","5,489","1,346","3,023","11,175",814
"referral:1","first_app:topface AND platform:fb","2016-06-01 00:00:00","25,748","16,536","9,860","7,053","4,186","14,330","11,667","14,576","15,174","9,321","17,661","12,157","11,065","15,292","10,056","6,624","6,472","6,710","5,595","4,580"
"referral:1","first_app:topface AND platform:fb","2016-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2016-08-01 00:00:00",911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2016-09-01 00:00:00",0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2016-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2016-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2016-12-01 00:00:00",0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-01-01 00:00:00",0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-04-01 00:00:00",0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-05-01 00:00:00",0,0,0,0,0,0,0,"1,188",0,489,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-06-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-07-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-08-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-09-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-10-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-11-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2017-12-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2018-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2018-02-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"referral:1","first_app:topface AND platform:fb","2018-03-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
