"created per month",filters,filters,Count
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1506.any","17,412"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1507.any","14,441"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1508.any","11,311"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1509.any","9,622"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1510.any","9,568"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1511.any","7,060"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1512.any","5,288"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1601.any","20,714"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1602.any","18,412"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1603.any","17,887"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1604.any","15,239"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1605.any","13,727"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1606.any","13,028"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1607.any","12,367"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1608.any","12,059"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1609.any","11,024"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1610.any","10,742"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1611.any","8,931"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1612.any","8,607"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1701.any","8,763"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1702.any","7,820"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1703.any","7,433"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1704.any","7,072"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1705.any","6,662"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1706.any","5,671"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1707.any","5,333"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1708.any","5,230"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1709.any","5,229"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1710.any","5,092"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1711.any","5,018"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1712.any","4,518"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1801.any","4,605"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1802.any","4,216"
"2015-01-01 00:00:00","first_app:topface AND platform:vk","_exists_:user_mau.1803.any","4,038"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","*","461,999"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1501.any","430,757"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1502.any","137,697"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1503.any","93,587"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1504.any","66,068"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1505.any","54,855"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1506.any","35,414"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1507.any","19,532"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1508.any","14,773"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1509.any","13,131"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1510.any","9,117"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1511.any","8,889"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1512.any","7,214"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1601.any","16,501"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1602.any","13,027"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1603.any","13,194"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1604.any","11,551"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1605.any","9,451"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1606.any","8,681"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1607.any","8,248"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1608.any","7,692"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1609.any","7,660"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1610.any","7,600"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1611.any","7,167"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1612.any","6,958"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1701.any","6,687"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1702.any","6,128"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1703.any","5,783"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1704.any","5,294"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1705.any","4,818"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1706.any","4,377"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1707.any","4,083"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1708.any","4,014"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1709.any","3,775"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1710.any","3,683"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1711.any","3,652"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1712.any","3,358"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1801.any","3,307"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1802.any","3,115"
"2015-01-01 00:00:00","first_app:topface AND platform:ok","_exists_:user_mau.1803.any","2,954"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","*","348,271"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1501.any","299,410"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1502.any","82,164"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1503.any","56,061"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1504.any","39,846"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1505.any","31,771"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1506.any","29,387"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1507.any","24,947"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1508.any","17,799"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1509.any","16,005"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1510.any","14,939"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1511.any","12,836"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1512.any","9,282"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1601.any","25,357"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1602.any","21,705"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1603.any","18,333"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1604.any","15,803"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1605.any","12,881"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1606.any","11,810"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1607.any","11,109"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1608.any","14,273"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1609.any","11,714"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1610.any","10,352"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1611.any","8,773"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1612.any","7,619"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1701.any","9,767"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1702.any","6,860"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1703.any","8,655"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1704.any","6,133"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1705.any","5,701"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1706.any","5,224"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1707.any","5,121"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1708.any","5,323"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1709.any","5,363"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1710.any","5,416"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1711.any","6,102"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1712.any","3,936"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1801.any","3,388"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1802.any","3,230"
"2015-01-01 00:00:00","first_app:topface AND platform:fb","_exists_:user_mau.1803.any","3,019"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","*","181,664"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1501.any",740
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1502.any","159,518"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1503.any","60,602"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1504.any","31,770"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1505.any","19,417"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1506.any","14,454"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1507.any","12,686"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1508.any","10,097"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1509.any","8,353"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1510.any","6,817"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1511.any","6,110"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1512.any","3,870"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1601.any","12,521"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1602.any","10,785"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1603.any","9,286"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1604.any","7,903"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1605.any","6,758"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1606.any","6,364"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1607.any","6,129"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1608.any","6,118"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1609.any","5,273"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1610.any","5,318"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1611.any","4,559"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1612.any","4,289"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1701.any","4,433"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1702.any","3,796"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1703.any","3,886"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1704.any","3,511"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1705.any","3,361"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1706.any","3,001"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1707.any","2,998"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1708.any","2,789"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1709.any","2,843"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1710.any","2,753"
"2015-02-01 00:00:00","first_app:topfacemobappandroid","_exists_:user_mau.1711.any","2,745"
