"created per day",filters,filters,Count
"2018-02-28 00:00:00","referral:1","first_app:topfacemobappios","3,560"
"2018-03-01 00:00:00","referral:0","first_app:topfacemobappandroid","4,763"
"2018-03-01 00:00:00","referral:0","first_app:topfacemobappios","1,970"
"2018-03-01 00:00:00","referral:1","first_app:topfacemobappandroid","9,485"
"2018-03-01 00:00:00","referral:1","first_app:topfacemobappios","4,306"
"2018-03-02 00:00:00","referral:0","first_app:topfacemobappandroid","4,533"
"2018-03-02 00:00:00","referral:0","first_app:topfacemobappios","2,042"
"2018-03-02 00:00:00","referral:1","first_app:topfacemobappandroid","7,876"
"2018-03-02 00:00:00","referral:1","first_app:topfacemobappios","4,749"
"2018-03-03 00:00:00","referral:0","first_app:topfacemobappandroid","4,482"
"2018-03-03 00:00:00","referral:0","first_app:topfacemobappios","1,962"
"2018-03-03 00:00:00","referral:1","first_app:topfacemobappandroid","6,378"
"2018-03-03 00:00:00","referral:1","first_app:topfacemobappios","3,718"
"2018-03-04 00:00:00","referral:0","first_app:topfacemobappandroid","4,502"
"2018-03-04 00:00:00","referral:0","first_app:topfacemobappios","2,020"
"2018-03-04 00:00:00","referral:1","first_app:topfacemobappandroid","6,529"
"2018-03-04 00:00:00","referral:1","first_app:topfacemobappios","3,465"
